frame,value
780,40.863613
781,35.516407
782,30.882700
783,26.903316
784,43.736847
785,32.295677
786,24.177147
787,19.419786
788,16.394531
789,28.012138
790,20.509346
791,15.050031
792,13.235068
793,39.328865
794,33.473476
795,29.113981
796,24.423874
797,21.432226
798,54.194618
799,38.211979
800,29.025610
801,23.869104
802,21.199326
803,43.945366
804,34.163151
805,26.105602
806,20.389149
807,16.869234
808,48.248894
809,41.161629
810,34.882168
811,29.924126
812,25.687941
813,52.376522
814,40.820152
815,30.690300
816,22.803715
817,17.119335
818,27.405005
819,20.038164
820,14.362713
821,13.201715
822,39.439709
823,34.229542
824,28.750488
825,24.925415
826,20.766726
827,63.988564
828,52.151718
829,38.641701
830,23.551071
831,19.681038
832,50.451351
833,40.472229
834,31.144781
835,23.494003
836,18.037539
837,50.532242
838,42.901287
839,36.726974
840,31.515404
841,27.357004
842,50.077721
843,38.127338
844,28.736917
845,21.372261
846,17.214273
847,27.963169
848,20.590876
849,15.072765
850,13.833848
851,39.803474
852,33.735157
853,29.332279
854,24.824554
855,21.058414
856,62.425327
857,50.670715
858,33.265297
859,25.649240
860,19.741436
861,49.126328
862,39.065033
863,29.308889
864,22.322033
865,17.592512
average,31.799444
